date,l_ipn,r_asn,f
30/08/2006,2,11414,12
30/08/2006,2,11840,1
30/08/2006,2,13680,18
30/08/2006,2,15169,4
30/08/2006,2,17443,65
30/08/2006,2,19318,1
30/08/2006,2,19918,354
30/08/2006,2,21844,2
30/08/2006,2,23504,2
30/08/2006,2,26803,5
30/08/2006,2,27431,1
30/08/2006,2,29075,1
30/08/2006,2,29863,4
30/08/2006,2,30099,8
30/08/2006,2,33260,12
30/08/2006,2,33650,113
30/08/2006,2,33651,8
30/08/2006,2,36828,3
30/08/2006,3,5786,2
30/08/2006,3,8560,2
30/08/2006,3,18566,1
30/08/2006,3,26228,1
30/08/2006,3,29075,2
30/08/2006,3,29550,1
30/08/2006,4,2828,1
30/08/2006,4,3561,2
30/08/2006,4,4323,1
30/08/2006,4,6428,1
30/08/2006,4,7132,457
30/08/2006,4,12257,1
30/08/2006,4,19548,1
30/08/2006,4,22855,19
30/08/2006,4,23342,1
30/08/2006,4,29075,1
30/08/2006,4,31976,84
30/08/2006,4,33651,861
30/08/2006,4,35315,2
30/08/2006,5,2152,5
30/08/2006,5,2828,2
30/08/2006,5,3561,1
30/08/2006,5,5786,2
30/08/2006,5,7132,1
30/08/2006,5,8070,5
30/08/2006,5,8075,5
30/08/2006,5,8560,1
30/08/2006,5,13867,2
30/08/2006,5,18566,2
30/08/2006,5,26228,1
30/08/2006,5,29075,1
30/08/2006,5,29550,4
30/08/2006,6,2828,2
30/08/2006,6,4134,2
30/08/2006,6,5786,2
30/08/2006,6,8560,1
30/08/2006,6,9803,1
30/08/2006,6,17964,2
30/08/2006,6,18566,2
30/08/2006,6,26228,2
30/08/2006,6,27645,1
30/08/2006,6,29075,1
30/08/2006,6,29550,2
30/08/2006,7,109,3
30/08/2006,7,1239,4
30/08/2006,7,2152,13
30/08/2006,7,3701,2
30/08/2006,7,4134,4
30/08/2006,7,6432,12
30/08/2006,7,7015,2
30/08/2006,7,7018,3
30/08/2006,7,8070,3
30/08/2006,7,8075,2
30/08/2006,7,8560,1
30/08/2006,7,9156,6
30/08/2006,7,10763,2
30/08/2006,7,11486,18
30/08/2006,7,11944,15
30/08/2006,7,14340,1
30/08/2006,7,14833,2
30/08/2006,7,15169,64
30/08/2006,7,18566,2
30/08/2006,7,18924,48
30/08/2006,7,20284,15
30/08/2006,7,20940,1
30/08/2006,7,21844,250
30/08/2006,7,26056,66
30/08/2006,7,27364,5
30/08/2006,7,29550,5
30/08/2006,7,30176,8
30/08/2006,7,30315,52
30/08/2006,7,31846,4
30/08/2006,7,36856,14
30/08/2006,8,73,3
30/08/2006,8,87,2
30/08/2006,8,109,3
30/08/2006,8,226,4
30/08/2006,8,680,1
30/08/2006,8,702,2
30/08/2006,8,786,5
30/08/2006,8,1668,4
30/08/2006,8,1706,4
30/08/2006,8,2152,9
30/08/2006,8,2386,11
30/08/2006,8,2914,2
30/08/2006,8,3356,16
30/08/2006,8,3561,7
30/08/2006,8,3701,1
30/08/2006,8,4134,1
30/08/2006,8,4739,5
30/08/2006,8,5662,10
30/08/2006,8,5719,1
30/08/2006,8,7015,1
30/08/2006,8,8075,2
30/08/2006,8,11643,6
30/08/2006,8,13680,36
30/08/2006,8,14992,2
30/08/2006,8,15169,241
30/08/2006,8,16276,1
30/08/2006,8,16509,11
30/08/2006,8,17055,4
30/08/2006,8,17455,38
30/08/2006,8,18566,1
30/08/2006,8,22625,23
30/08/2006,8,26228,2
30/08/2006,8,26238,20
30/08/2006,8,26677,6
30/08/2006,8,27364,1
30/08/2006,8,29550,1
30/08/2006,8,36856,4
30/08/2006,9,209,33
30/08/2006,9,2152,204
30/08/2006,9,2914,2
30/08/2006,9,3356,2
30/08/2006,9,3561,66
30/08/2006,9,3614,3
30/08/2006,9,4264,1
30/08/2006,9,5539,2
30/08/2006,9,5779,161
30/08/2006,9,6307,8
30/08/2006,9,6318,26
30/08/2006,9,6432,9
30/08/2006,9,6939,4
30/08/2006,9,7132,14
30/08/2006,9,7384,2
30/08/2006,9,8002,1
30/08/2006,9,8070,3
30/08/2006,9,8075,147
30/08/2006,9,9194,12
30/08/2006,9,9452,1
30/08/2006,9,10794,20
30/08/2006,9,11486,1
30/08/2006,9,11922,1
30/08/2006,9,12168,3
30/08/2006,9,12179,3
30/08/2006,9,12180,2
30/08/2006,9,12188,2
30/08/2006,9,13756,2
30/08/2006,9,14299,4
30/08/2006,9,14780,370
30/08/2006,9,15169,563
30/08/2006,9,17110,8
30/08/2006,9,17228,4
30/08/2006,9,17231,7
30/08/2006,9,19296,2
30/08/2006,9,20940,32
30/08/2006,9,21399,2
30/08/2006,9,26101,60
30/08/2006,9,31883,1
30/08/2006,9,36088,166
30/08/2006,9,36856,2
31/08/2006,0,209,1
31/08/2006,0,714,2
31/08/2006,0,2914,1
31/08/2006,0,3320,1
31/08/2006,0,3462,1
31/08/2006,0,3561,26
31/08/2006,0,3671,8
31/08/2006,0,4134,2
31/08/2006,0,4544,1
31/08/2006,0,4725,1
31/08/2006,0,4837,1
31/08/2006,0,5462,1
31/08/2006,0,5466,1
31/08/2006,0,6432,3
31/08/2006,0,6724,1
31/08/2006,0,6939,1
31/08/2006,0,7132,1
31/08/2006,0,7393,1
31/08/2006,0,8151,1
31/08/2006,0,8167,1
31/08/2006,0,8228,1
31/08/2006,0,8517,1
31/08/2006,0,9121,1
31/08/2006,0,9800,7
31/08/2006,0,11486,1
31/08/2006,0,13462,44
31/08/2006,0,13749,1
31/08/2006,0,13867,2
31/08/2006,0,14492,1
31/08/2006,0,15083,1
31/08/2006,0,15395,1
31/08/2006,0,15802,854
31/08/2006,0,17175,1
31/08/2006,0,17228,1
31/08/2006,0,20231,1
31/08/2006,0,20853,872
31/08/2006,0,22909,1
31/08/2006,0,23859,1
31/08/2006,0,26831,1
31/08/2006,0,27357,1
31/08/2006,0,30824,1
31/08/2006,0,33379,1
31/08/2006,0,36727,1
31/08/2006,2,16,1
31/08/2006,2,174,2
31/08/2006,2,209,16
31/08/2006,2,1241,7
31/08/2006,2,1312,184
31/08/2006,2,2152,4
31/08/2006,2,2552,1
31/08/2006,2,3561,15
31/08/2006,2,4323,4
31/08/2006,2,4725,1
31/08/2006,2,5650,86
31/08/2006,2,6364,12
31/08/2006,2,6478,3
31/08/2006,2,7018,515
31/08/2006,2,7132,6
31/08/2006,2,7377,179
31/08/2006,2,8001,2
31/08/2006,2,9800,2
31/08/2006,2,11414,23
31/08/2006,2,13749,2
31/08/2006,2,15802,801
31/08/2006,2,19181,9
31/08/2006,2,19262,22
31/08/2006,2,19918,624
31/08/2006,2,20853,1
31/08/2006,2,33260,4
31/08/2006,2,33650,37
31/08/2006,2,33651,16
31/08/2006,2,36828,12
31/08/2006,3,4134,1
31/08/2006,3,4725,1
31/08/2006,3,6197,2
31/08/2006,3,7015,1
31/08/2006,3,8315,1
31/08/2006,3,9316,1
31/08/2006,3,9800,45
31/08/2006,3,14501,1
31/08/2006,3,15802,4
31/08/2006,3,17785,1
31/08/2006,3,20853,1
31/08/2006,3,25653,1
31/08/2006,3,27645,1
31/08/2006,3,29550,2
31/08/2006,4,4134,1
31/08/2006,4,4323,1
31/08/2006,4,4725,1
31/08/2006,4,9800,4
31/08/2006,4,15802,677
31/08/2006,4,20853,1
31/08/2006,4,22855,36
31/08/2006,4,25653,2
31/08/2006,4,29895,35
31/08/2006,4,31976,81
31/08/2006,4,33651,1
31/08/2006,5,2152,4
31/08/2006,5,2828,1
31/08/2006,5,3561,2
31/08/2006,5,4725,1
31/08/2006,5,6197,1
31/08/2006,5,7015,2
31/08/2006,5,8070,6
31/08/2006,5,8075,3
31/08/2006,5,8315,2
31/08/2006,5,9316,2
31/08/2006,5,9800,45
31/08/2006,5,9803,1
31/08/2006,5,13867,2
31/08/2006,5,14501,1
31/08/2006,5,15802,4
31/08/2006,5,17785,2
31/08/2006,5,20853,1
31/08/2006,5,25653,1
31/08/2006,5,27645,1
31/08/2006,5,29550,4
31/08/2006,5,30058,1
31/08/2006,6,2828,1
31/08/2006,6,4134,43
31/08/2006,6,4725,2
31/08/2006,6,4812,1
31/08/2006,6,6197,2
31/08/2006,6,7015,2
31/08/2006,6,8315,2
31/08/2006,6,9316,2
31/08/2006,6,9800,46
31/08/2006,6,14501,2
31/08/2006,6,15802,2
31/08/2006,6,17785,2
31/08/2006,6,20853,2
31/08/2006,6,25653,1
31/08/2006,6,27645,1
31/08/2006,6,29550,4
31/08/2006,7,3,13
31/08/2006,7,109,3
31/08/2006,7,209,40
31/08/2006,7,2152,12
31/08/2006,7,2914,2
31/08/2006,7,3356,2
31/08/2006,7,3561,9
31/08/2006,7,3582,13
31/08/2006,7,3701,2
31/08/2006,7,4264,1
31/08/2006,7,6432,13
31/08/2006,7,6461,1
31/08/2006,7,7015,2
31/08/2006,7,8070,2
31/08/2006,7,8075,2
31/08/2006,7,8560,92
31/08/2006,7,9156,11
31/08/2006,7,9194,1
31/08/2006,7,9316,2
31/08/2006,7,9800,2
31/08/2006,7,10745,19
31/08/2006,7,10933,1
31/08/2006,7,12182,5
31/08/2006,7,13911,3
31/08/2006,7,14383,2
31/08/2006,7,15169,66
31/08/2006,7,18924,48
31/08/2006,7,19024,1
31/08/2006,7,19355,2
31/08/2006,7,20940,5
31/08/2006,7,21844,138
31/08/2006,7,22219,2
31/08/2006,7,22822,4
31/08/2006,7,27257,34
31/08/2006,7,29550,4
31/08/2006,7,30099,16
31/08/2006,7,33070,1
31/08/2006,7,36856,19
31/08/2006,8,109,3
31/08/2006,8,2152,1
31/08/2006,8,2669,3
31/08/2006,8,3561,7
31/08/2006,8,3701,1
31/08/2006,8,4130,2
31/08/2006,8,4134,786
31/08/2006,8,7015,1
31/08/2006,8,8075,2
31/08/2006,8,9316,1
31/08/2006,8,9800,2
31/08/2006,8,10763,2
31/08/2006,8,10965,2
31/08/2006,8,11941,4
31/08/2006,8,13680,5
31/08/2006,8,13749,3
31/08/2006,8,15169,291
31/08/2006,8,19842,7
31/08/2006,8,29550,2
31/08/2006,8,29854,4
31/08/2006,8,30058,3
31/08/2006,8,30315,1
31/08/2006,8,36856,4
31/08/2006,9,2152,1
31/08/2006,9,8070,2
31/08/2006,9,8075,2
01/09/2006,0,209,1
01/09/2006,0,701,2
01/09/2006,0,1239,1
01/09/2006,0,2152,1
01/09/2006,0,2828,1
01/09/2006,0,3216,1
01/09/2006,0,3243,1
01/09/2006,0,3549,1
01/09/2006,0,3561,34
01/09/2006,0,3671,11
01/09/2006,0,4134,1
01/09/2006,0,4323,2
01/09/2006,0,4589,1
01/09/2006,0,4725,952
01/09/2006,0,4766,1
01/09/2006,0,6432,1
01/09/2006,0,6724,1
01/09/2006,0,6939,1
01/09/2006,0,7132,1
01/09/2006,0,7738,1
01/09/2006,0,8075,1
01/09/2006,0,9121,1
01/09/2006,0,9318,2
01/09/2006,0,12021,2
01/09/2006,0,12322,4
01/09/2006,0,13156,1
01/09/2006,0,13462,59
01/09/2006,0,13989,1
01/09/2006,0,19262,2
01/09/2006,0,19290,2
01/09/2006,0,19429,1
01/09/2006,0,20115,1
01/09/2006,0,22047,1
01/09/2006,0,22291,1
01/09/2006,0,22927,1
01/09/2006,0,26831,1
01/09/2006,0,30099,1
01/09/2006,0,30222,1
01/09/2006,0,33070,2
01/09/2006,0,33657,1
01/09/2006,0,33668,1
01/09/2006,0,34194,1
01/09/2006,0,34910,2
01/09/2006,2,59,1
01/09/2006,2,209,45
01/09/2006,2,1241,5
01/09/2006,2,1312,81
01/09/2006,2,3557,1
01/09/2006,2,3561,3
01/09/2006,2,4323,4
01/09/2006,2,4725,948
01/09/2006,2,5650,118
01/09/2006,2,7018,154
01/09/2006,2,7132,86
01/09/2006,2,7377,81
01/09/2006,2,9318,1
01/09/2006,2,11414,24
01/09/2006,2,12322,954
01/09/2006,2,14425,54
01/09/2006,2,19181,1
01/09/2006,2,19918,311
01/09/2006,2,26803,1
01/09/2006,2,29863,4
01/09/2006,2,30099,6
01/09/2006,2,33260,14
01/09/2006,2,33650,27
01/09/2006,2,33651,17
01/09/2006,3,1668,2
01/09/2006,3,2497,2
01/09/2006,3,4725,1
01/09/2006,3,7725,3
01/09/2006,3,9318,2
01/09/2006,3,14361,2
01/09/2006,3,23859,1
01/09/2006,3,25351,1
01/09/2006,4,3561,6
01/09/2006,4,4725,951
01/09/2006,4,6428,1
01/09/2006,4,7132,23
01/09/2006,4,8001,1
01/09/2006,4,9318,1
01/09/2006,4,10970,1
01/09/2006,4,12322,1
01/09/2006,4,14778,2
01/09/2006,4,23342,3
01/09/2006,4,23859,635
01/09/2006,4,31976,83
01/09/2006,4,33651,275
01/09/2006,5,209,1
01/09/2006,5,1668,2
01/09/2006,5,2152,4
01/09/2006,5,2497,2
01/09/2006,5,3561,1
01/09/2006,5,4134,1
01/09/2006,5,4725,1
01/09/2006,5,7725,5
01/09/2006,5,8070,5
01/09/2006,5,8075,5
01/09/2006,5,9318,2
01/09/2006,5,12322,2
01/09/2006,5,13867,3
01/09/2006,5,14361,1
01/09/2006,5,23859,1
01/09/2006,5,25351,4
01/09/2006,6,1668,2
01/09/2006,6,2497,4
01/09/2006,6,4134,1
01/09/2006,6,4725,2
01/09/2006,6,4812,1
01/09/2006,6,4837,2
01/09/2006,6,7725,6
01/09/2006,6,9318,2
01/09/2006,6,9394,4
01/09/2006,6,14361,2
01/09/2006,6,23859,1
01/09/2006,6,25351,4
01/09/2006,7,786,2
01/09/2006,7,1221,2
01/09/2006,7,1239,7
01/09/2006,7,1668,2
01/09/2006,7,2152,15
01/09/2006,7,3320,2
01/09/2006,7,3582,10
01/09/2006,7,3701,2
01/09/2006,7,7015,6
01/09/2006,7,8070,3
01/09/2006,7,8473,50
01/09/2006,7,8560,1
01/09/2006,7,9156,19
01/09/2006,7,10763,2
01/09/2006,7,11414,3
01/09/2006,7,15169,85
01/09/2006,7,18924,48
01/09/2006,7,20940,1
01/09/2006,7,21844,273
01/09/2006,7,25351,4
01/09/2006,7,36856,32
01/09/2006,8,14,5
01/09/2006,8,209,3
01/09/2006,8,679,33
01/09/2006,8,701,4
01/09/2006,8,1221,1
01/09/2006,8,1668,19
01/09/2006,8,2152,15
01/09/2006,8,2914,4
01/09/2006,8,3356,2
01/09/2006,8,3561,7
01/09/2006,8,3595,2
01/09/2006,8,3701,1
01/09/2006,8,3999,23
01/09/2006,8,4265,42
01/09/2006,8,5662,64
01/09/2006,8,6461,1
01/09/2006,8,6724,10
01/09/2006,8,7015,1
01/09/2006,8,7342,3
01/09/2006,8,7362,5
01/09/2006,8,7393,2
01/09/2006,8,8001,3
01/09/2006,8,8075,4
01/09/2006,8,8188,5
01/09/2006,8,8560,4
01/09/2006,8,10316,38
01/09/2006,8,10565,2
01/09/2006,8,10933,3
01/09/2006,8,11078,5
01/09/2006,8,11486,17
01/09/2006,8,11743,7
01/09/2006,8,11995,4
01/09/2006,8,12222,4
01/09/2006,8,13462,6
01/09/2006,8,13827,6
01/09/2006,8,15169,530
01/09/2006,8,16807,1
01/09/2006,8,17055,6
01/09/2006,8,17557,226
01/09/2006,8,21844,4
01/09/2006,8,23504,5
01/09/2006,8,25351,1
01/09/2006,8,26228,2
01/09/2006,8,29720,4
01/09/2006,8,29791,5
01/09/2006,8,30217,29
01/09/2006,8,31883,1
01/09/2006,8,36856,4
01/09/2006,9,2152,1
01/09/2006,9,8070,1
01/09/2006,9,8075,2
02/09/2006,0,701,4
02/09/2006,0,3561,13
02/09/2006,0,3671,28
02/09/2006,0,4766,1
02/09/2006,0,5617,1
02/09/2006,0,5713,3
02/09/2006,0,7132,4
02/09/2006,0,7552,1
02/09/2006,0,7738,1
02/09/2006,0,9121,1
02/09/2006,0,9318,1
02/09/2006,0,10738,1
02/09/2006,0,12312,2
02/09/2006,0,12479,1
02/09/2006,0,13462,41
02/09/2006,0,13867,1
02/09/2006,0,14779,3
02/09/2006,0,15703,1
02/09/2006,0,17488,3
02/09/2006,0,17557,1
02/09/2006,0,18302,11
02/09/2006,0,20258,1
02/09/2006,2,47,1
02/09/2006,2,81,2
02/09/2006,2,209,9
02/09/2006,2,1241,2
02/09/2006,2,1312,86
02/09/2006,2,1853,6
02/09/2006,2,3557,10
02/09/2006,2,3561,11
02/09/2006,2,4323,4
02/09/2006,2,5650,14
02/09/2006,2,6364,3
02/09/2006,2,7018,144
02/09/2006,2,7132,2
02/09/2006,2,7377,85
02/09/2006,2,9318,1
02/09/2006,2,11414,2
02/09/2006,2,13749,2
02/09/2006,2,14425,11
02/09/2006,2,15703,1
02/09/2006,2,17557,1
02/09/2006,2,18302,87
02/09/2006,2,18530,3
02/09/2006,2,19918,10
02/09/2006,2,29863,6
02/09/2006,2,30099,1
02/09/2006,2,31405,4
02/09/2006,2,33260,4
02/09/2006,2,33650,628
02/09/2006,2,33651,9
02/09/2006,2,36384,4
02/09/2006,3,1668,2
02/09/2006,3,2152,2
02/09/2006,3,4134,3
02/09/2006,3,4755,1
02/09/2006,3,4837,4
02/09/2006,3,6128,2
02/09/2006,3,6197,1
02/09/2006,3,6461,6
02/09/2006,3,7132,2
02/09/2006,3,9318,2
02/09/2006,3,11845,1
02/09/2006,3,15703,2
02/09/2006,3,17557,1
02/09/2006,3,18302,1
02/09/2006,3,18566,1
02/09/2006,3,18942,2
02/09/2006,4,4323,1
02/09/2006,4,4755,7
02/09/2006,4,7132,2
02/09/2006,4,9318,1
02/09/2006,4,15703,1
02/09/2006,4,17557,1
02/09/2006,4,18302,12
02/09/2006,4,29895,30
02/09/2006,4,31976,84
02/09/2006,4,33651,43
02/09/2006,5,2152,5
02/09/2006,5,3561,2
02/09/2006,5,4134,3
02/09/2006,5,4755,2
02/09/2006,5,4837,5
02/09/2006,5,6128,2
02/09/2006,5,6197,2
02/09/2006,5,7132,2
02/09/2006,5,8070,3
02/09/2006,5,8075,5
02/09/2006,5,9318,1
02/09/2006,5,11845,1
02/09/2006,5,13867,2
02/09/2006,5,14265,2
02/09/2006,5,15703,1
02/09/2006,5,17557,1
02/09/2006,5,18302,1
02/09/2006,5,18566,2
02/09/2006,5,18942,1
02/09/2006,5,31110,1
02/09/2006,6,4134,5
02/09/2006,6,4837,3
02/09/2006,6,6128,2
02/09/2006,6,6197,4
02/09/2006,6,7132,2
02/09/2006,6,9318,2
02/09/2006,6,9394,4
02/09/2006,6,9803,1
02/09/2006,6,11845,1
02/09/2006,6,14265,2
02/09/2006,6,15703,2
02/09/2006,6,17557,1
02/09/2006,6,18302,1
02/09/2006,6,18566,2
02/09/2006,6,18942,2
02/09/2006,7,1213,2
02/09/2006,7,1239,6
02/09/2006,7,2152,6
02/09/2006,7,3701,2
02/09/2006,7,4589,14
02/09/2006,7,6372,1
02/09/2006,7,8070,1
02/09/2006,7,8075,2
02/09/2006,7,8560,1
02/09/2006,7,9156,9
02/09/2006,7,14265,2
02/09/2006,7,15169,94
02/09/2006,7,18566,2
02/09/2006,7,18924,48
02/09/2006,7,21844,126
02/09/2006,7,22753,2
02/09/2006,7,30099,2
02/09/2006,7,33322,2
02/09/2006,7,36856,19
02/09/2006,8,38,6
02/09/2006,8,174,4
02/09/2006,8,680,5
02/09/2006,8,714,1
02/09/2006,8,1114,3
02/09/2006,8,1239,3
02/09/2006,8,1653,5
02/09/2006,8,1668,9
02/09/2006,8,2152,36
02/09/2006,8,2553,37
02/09/2006,8,2669,3
02/09/2006,8,3356,3
02/09/2006,8,3561,7
02/09/2006,8,4264,2
02/09/2006,8,5662,18
02/09/2006,8,7018,21
02/09/2006,8,7896,4
02/09/2006,8,8075,2
02/09/2006,8,8137,28
02/09/2006,8,8188,2
02/09/2006,8,10316,4
02/09/2006,8,10565,4
02/09/2006,8,10763,9
02/09/2006,8,10933,9
02/09/2006,8,11303,2
02/09/2006,8,11834,7
02/09/2006,8,12168,5
02/09/2006,8,12222,3
02/09/2006,8,13749,2
02/09/2006,8,13827,12
02/09/2006,8,14265,1
02/09/2006,8,14361,3
02/09/2006,8,14742,2
02/09/2006,8,15169,416
02/09/2006,8,15171,2
02/09/2006,8,16807,1
02/09/2006,8,17055,5
02/09/2006,8,17557,1956
02/09/2006,8,18566,1
02/09/2006,8,20940,2
02/09/2006,8,21568,2
02/09/2006,8,26201,2
02/09/2006,8,26238,5
02/09/2006,8,26347,1
02/09/2006,8,29720,5
02/09/2006,8,29854,2
02/09/2006,8,30217,76
02/09/2006,8,30315,1
02/09/2006,8,30687,7
02/09/2006,8,31883,1
02/09/2006,8,32878,1
02/09/2006,8,35845,1
02/09/2006,9,2152,1
02/09/2006,9,8070,1
02/09/2006,9,8075,2
03/09/2006,0,209,1
03/09/2006,0,701,2
03/09/2006,0,1680,1
03/09/2006,0,3561,18
03/09/2006,0,3671,3
03/09/2006,0,4134,3
03/09/2006,0,4230,1
03/09/2006,0,4279,2
03/09/2006,0,5466,1
03/09/2006,0,5617,1
03/09/2006,0,7015,1
03/09/2006,0,7018,1
03/09/2006,0,7132,2
03/09/2006,0,7497,2
03/09/2006,0,8708,1
03/09/2006,0,10139,1
03/09/2006,0,10429,1
03/09/2006,0,10796,1
03/09/2006,0,13462,29
03/09/2006,0,14390,1
03/09/2006,0,15802,504
03/09/2006,0,16755,1
03/09/2006,0,17557,1
03/09/2006,0,17839,1
03/09/2006,0,19262,1
03/09/2006,0,21615,1
03/09/2006,0,24863,6
03/09/2006,0,33070,1
03/09/2006,2,1312,84
03/09/2006,2,1853,30
03/09/2006,2,3557,19
03/09/2006,2,3561,7
03/09/2006,2,4323,6
03/09/2006,2,5650,13
03/09/2006,2,6106,1
03/09/2006,2,7018,144
03/09/2006,2,7132,2
03/09/2006,2,7377,84
03/09/2006,2,8001,1
03/09/2006,2,11939,8
03/09/2006,2,12129,1
03/09/2006,2,12182,2
03/09/2006,2,14425,14
03/09/2006,2,15169,8
03/09/2006,2,15802,374
03/09/2006,2,29863,6
03/09/2006,2,30099,9
03/09/2006,2,30217,70
03/09/2006,2,31405,50
03/09/2006,2,33260,3
03/09/2006,2,33650,208
03/09/2006,2,33651,6
03/09/2006,3,4134,3
03/09/2006,3,4279,2
03/09/2006,3,4766,2
03/09/2006,3,7497,42
03/09/2006,3,14745,2
03/09/2006,3,15802,2
03/09/2006,3,18942,1
03/09/2006,4,2828,3
03/09/2006,4,4279,636
03/09/2006,4,4323,1
03/09/2006,4,6428,1
03/09/2006,4,7132,2
03/09/2006,4,7497,2
03/09/2006,4,15802,249
03/09/2006,4,31976,83
03/09/2006,4,33651,13
03/09/2006,5,209,1
03/09/2006,5,2152,4
03/09/2006,5,2828,5
03/09/2006,5,3462,1
03/09/2006,5,3561,1
03/09/2006,5,4134,1
03/09/2006,5,4279,2
03/09/2006,5,4766,2
03/09/2006,5,7497,22
03/09/2006,5,8070,6
03/09/2006,5,8075,4
03/09/2006,5,13867,2
03/09/2006,5,14745,4
03/09/2006,5,15802,1
03/09/2006,5,18942,1
03/09/2006,6,3356,1
03/09/2006,6,4134,3
03/09/2006,6,4279,2
03/09/2006,6,4766,4
03/09/2006,6,7497,22
03/09/2006,6,9394,5
03/09/2006,6,14745,5
03/09/2006,6,15802,2
03/09/2006,6,17431,1
03/09/2006,6,18942,2
03/09/2006,6,24139,13
03/09/2006,7,2152,2
03/09/2006,7,3701,1
03/09/2006,7,8070,1
03/09/2006,7,8075,2
03/09/2006,7,9156,24
03/09/2006,7,15169,100
03/09/2006,7,18924,48
03/09/2006,7,36856,48
03/09/2006,8,2152,1
03/09/2006,8,8075,2
03/09/2006,8,15169,4
03/09/2006,9,2152,2
03/09/2006,9,8070,1
03/09/2006,9,8075,4
04/09/2006,0,209,1
04/09/2006,0,701,8
04/09/2006,0,3462,2
04/09/2006,0,3561,32
04/09/2006,0,3671,17
04/09/2006,0,4134,5
04/09/2006,0,4780,2
04/09/2006,0,4837,7
04/09/2006,0,5610,1
04/09/2006,0,5617,1
04/09/2006,0,6478,1
04/09/2006,0,6724,1
04/09/2006,0,6739,1
04/09/2006,0,7770,1
04/09/2006,0,8560,2
04/09/2006,0,8972,1
04/09/2006,0,9371,1
04/09/2006,0,9929,1
04/09/2006,0,10318,1
04/09/2006,0,10439,2
04/09/2006,0,11351,1
04/09/2006,0,11427,2
04/09/2006,0,12501,5
04/09/2006,0,12735,1
04/09/2006,0,13462,42
04/09/2006,0,20484,1
04/09/2006,0,21844,1
04/09/2006,0,27357,1
04/09/2006,0,27699,2
04/09/2006,0,31034,1
04/09/2006,0,33657,1
04/09/2006,0,34033,1
04/09/2006,0,35047,1
04/09/2006,2,1312,139
04/09/2006,2,1853,1
04/09/2006,2,3561,8
04/09/2006,2,4134,1
04/09/2006,2,4181,1
04/09/2006,2,4323,7
04/09/2006,2,5650,13
04/09/2006,2,7018,147
04/09/2006,2,7132,2
04/09/2006,2,7377,139
04/09/2006,2,9371,1
04/09/2006,2,11939,12
04/09/2006,2,12129,1
04/09/2006,2,12182,4
04/09/2006,2,13749,1
04/09/2006,2,15169,7
04/09/2006,2,27596,2
04/09/2006,2,29863,2
04/09/2006,2,30099,7
04/09/2006,2,31405,20
04/09/2006,2,33260,3
04/09/2006,2,33650,170
04/09/2006,2,33651,6
04/09/2006,3,2828,1
04/09/2006,3,3462,3
04/09/2006,3,4134,15
04/09/2006,3,4837,6
04/09/2006,3,6356,1
04/09/2006,3,7482,1
04/09/2006,3,9371,2
04/09/2006,3,13768,4
04/09/2006,4,1668,48
04/09/2006,4,3320,2
04/09/2006,4,4134,3
04/09/2006,4,4837,3
04/09/2006,4,6356,2
04/09/2006,4,6428,1
04/09/2006,4,7482,7
04/09/2006,4,8001,1
04/09/2006,4,9371,1
04/09/2006,4,29895,105
04/09/2006,4,31976,83
04/09/2006,5,209,1
04/09/2006,5,2152,5
04/09/2006,5,2828,4
04/09/2006,5,3462,2
04/09/2006,5,3561,1
04/09/2006,5,4134,23
04/09/2006,5,4837,5
04/09/2006,5,6356,2
04/09/2006,5,7482,1
04/09/2006,5,8070,4
04/09/2006,5,8075,7
04/09/2006,5,9371,1
04/09/2006,5,13768,3
04/09/2006,5,13867,2
04/09/2006,6,2828,1
04/09/2006,6,2914,1
04/09/2006,6,3462,4
04/09/2006,6,4134,24
04/09/2006,6,4812,2
04/09/2006,6,4837,6
04/09/2006,6,6356,1
04/09/2006,6,7482,1
04/09/2006,6,9371,1
04/09/2006,6,9394,4
04/09/2006,6,13768,4
04/09/2006,6,24139,4
04/09/2006,7,1239,11
04/09/2006,7,2152,3
04/09/2006,7,2611,1
04/09/2006,7,3701,2
04/09/2006,7,4134,1
04/09/2006,7,8070,1
04/09/2006,7,8075,4
04/09/2006,7,8560,2
04/09/2006,7,9156,24
04/09/2006,7,15169,102
04/09/2006,7,18924,57
04/09/2006,7,21844,36
04/09/2006,7,36856,48
04/09/2006,8,26,6
04/09/2006,8,794,5
04/09/2006,8,1239,27
04/09/2006,8,1668,6
04/09/2006,8,2152,9
04/09/2006,8,3356,2
04/09/2006,8,3462,169
04/09/2006,8,3561,21
04/09/2006,8,3701,1
04/09/2006,8,4134,1
04/09/2006,8,5662,24
04/09/2006,8,8075,4
04/09/2006,8,9318,1
04/09/2006,8,14743,10
04/09/2006,8,14829,5
04/09/2006,8,15169,471
04/09/2006,8,16509,16
04/09/2006,8,20940,8
04/09/2006,8,21845,2
04/09/2006,8,23123,1
04/09/2006,8,30217,54
04/09/2006,8,30315,2
04/09/2006,8,31883,1
04/09/2006,8,32618,1
04/09/2006,8,36351,854
04/09/2006,8,36856,4
04/09/2006,9,2152,1
04/09/2006,9,8070,2
04/09/2006,9,8075,2
05/09/2006,0,209,1
05/09/2006,0,701,4
05/09/2006,0,3269,2
05/09/2006,0,3352,1
05/09/2006,0,3356,1
05/09/2006,0,3561,23
05/09/2006,0,3671,12
05/09/2006,0,4134,2
05/09/2006,0,4279,2
